,plotID,Model,ImageName,YYYYMMDD,LAI
75,CLBJ_003,0300,S2A_MSIL2A_20190530_0300_LAI.tif,20190530,0.9983143210411072
76,CLBJ_001,0300,S2A_MSIL2A_20190530_0300_LAI.tif,20190530,0.9163162112236023
77,CLBJ_002,0300,S2A_MSIL2A_20190530_0300_LAI.tif,20190530,0.991330087184906
78,CLBJ_003,rest,S2A_MSIL2A_20190530_rest_LAI.tif,20190530,2.666311502456665
79,CLBJ_001,rest,S2A_MSIL2A_20190530_rest_LAI.tif,20190530,2.239546060562134
80,CLBJ_002,rest,S2A_MSIL2A_20190530_rest_LAI.tif,20190530,3.3754916191101074
81,CLBJ_003,0030,S2A_MSIL2A_20190629_0030_LAI.tif,20190629,1.8392306566238403
82,CLBJ_001,0030,S2A_MSIL2A_20190629_0030_LAI.tif,20190629,1.4121891260147095
83,CLBJ_002,0030,S2A_MSIL2A_20190629_0030_LAI.tif,20190629,1.8748072385787964
84,CLBJ_003,0300,S2A_MSIL2A_20190629_0300_LAI.tif,20190629,0.9523096084594727
85,CLBJ_001,0300,S2A_MSIL2A_20190629_0300_LAI.tif,20190629,0.9463112950325012
86,CLBJ_002,0300,S2A_MSIL2A_20190629_0300_LAI.tif,20190629,0.9474789500236511
87,CLBJ_003,rest,S2A_MSIL2A_20190629_rest_LAI.tif,20190629,2.9192121028900146
88,CLBJ_001,rest,S2A_MSIL2A_20190629_rest_LAI.tif,20190629,2.2327144145965576
89,CLBJ_002,rest,S2A_MSIL2A_20190629_rest_LAI.tif,20190629,3.188807487487793
90,CLBJ_003,0030,S2A_MSIL2A_20190719_0030_LAI.tif,20190719,1.881831169128418
91,CLBJ_001,0030,S2A_MSIL2A_20190719_0030_LAI.tif,20190719,1.5541504621505737
92,CLBJ_002,0030,S2A_MSIL2A_20190719_0030_LAI.tif,20190719,1.9563347101211548
93,CLBJ_003,0300,S2A_MSIL2A_20190719_0300_LAI.tif,20190719,0.8794876337051392
94,CLBJ_001,0300,S2A_MSIL2A_20190719_0300_LAI.tif,20190719,0.9120506048202515
95,CLBJ_002,0300,S2A_MSIL2A_20190719_0300_LAI.tif,20190719,0.8946236968040466
96,CLBJ_003,rest,S2A_MSIL2A_20190719_rest_LAI.tif,20190719,2.9371562004089355
97,CLBJ_001,rest,S2A_MSIL2A_20190719_rest_LAI.tif,20190719,2.9604597091674805
98,CLBJ_002,rest,S2A_MSIL2A_20190719_rest_LAI.tif,20190719,3.2140350341796875
99,CLBJ_003,0030,S2A_MSIL2A_20190818_0030_LAI.tif,20190818,1.7799406051635742
100,CLBJ_001,0030,S2A_MSIL2A_20190818_0030_LAI.tif,20190818,1.5008913278579712
101,CLBJ_002,0030,S2A_MSIL2A_20190818_0030_LAI.tif,20190818,1.8739409446716309
102,CLBJ_003,rest,S2A_MSIL2A_20190818_rest_LAI.tif,20190818,2.4864251613616943
103,CLBJ_001,rest,S2A_MSIL2A_20190818_rest_LAI.tif,20190818,3.374661922454834
104,CLBJ_002,rest,S2A_MSIL2A_20190818_rest_LAI.tif,20190818,2.900991201400757
105,CLBJ_003,0300,S2A_MSIL2A_20190818_0300_LAI.tif,20190818,0.8488488793373108
106,CLBJ_001,0300,S2A_MSIL2A_20190818_0300_LAI.tif,20190818,0.9192878007888794
107,CLBJ_002,0300,S2A_MSIL2A_20190818_0300_LAI.tif,20190818,0.8529682159423828
108,CLBJ_003,0030,S2B_MSIL2A_20190902_0030_LAI.tif,20190902,1.6746546030044556
109,CLBJ_001,0030,S2B_MSIL2A_20190902_0030_LAI.tif,20190902,1.6071187257766724
110,CLBJ_002,0030,S2B_MSIL2A_20190902_0030_LAI.tif,20190902,1.5850507020950317
111,CLBJ_003,0300,S2B_MSIL2A_20190902_0300_LAI.tif,20190902,0.8592299222946167
112,CLBJ_001,0300,S2B_MSIL2A_20190902_0300_LAI.tif,20190902,0.8623055815696716
113,CLBJ_002,0300,S2B_MSIL2A_20190902_0300_LAI.tif,20190902,0.8815105557441711
114,CLBJ_003,rest,S2B_MSIL2A_20190902_rest_LAI.tif,20190902,2.9394290447235107
115,CLBJ_001,rest,S2B_MSIL2A_20190902_rest_LAI.tif,20190902,2.5043697357177734
116,CLBJ_002,rest,S2B_MSIL2A_20190902_rest_LAI.tif,20190902,2.99953031539917
117,CLBJ_003,0030,S2A_MSIL2A_20190907_0030_LAI.tif,20190907,1.8129801750183105
118,CLBJ_001,0030,S2A_MSIL2A_20190907_0030_LAI.tif,20190907,1.3831731081008911
119,CLBJ_002,0030,S2A_MSIL2A_20190907_0030_LAI.tif,20190907,1.7139520645141602
120,CLBJ_003,rest,S2A_MSIL2A_20190907_rest_LAI.tif,20190907,2.9532692432403564
121,CLBJ_001,rest,S2A_MSIL2A_20190907_rest_LAI.tif,20190907,3.022812843322754
122,CLBJ_002,rest,S2A_MSIL2A_20190907_rest_LAI.tif,20190907,3.1381947994232178
123,CLBJ_003,0300,S2A_MSIL2A_20190907_0300_LAI.tif,20190907,0.8637171983718872
124,CLBJ_001,0300,S2A_MSIL2A_20190907_0300_LAI.tif,20190907,0.8805789351463318
125,CLBJ_002,0300,S2A_MSIL2A_20190907_0300_LAI.tif,20190907,0.8923299312591553
126,CLBJ_003,0300,S2B_MSIL2A_20190912_0300_LAI.tif,20190912,0.8550193905830383
127,CLBJ_001,0300,S2B_MSIL2A_20190912_0300_LAI.tif,20190912,0.8813526630401611
128,CLBJ_002,0300,S2B_MSIL2A_20190912_0300_LAI.tif,20190912,0.9207463264465332
129,CLBJ_003,0030,S2B_MSIL2A_20190912_0030_LAI.tif,20190912,1.5960975885391235
130,CLBJ_001,0030,S2B_MSIL2A_20190912_0030_LAI.tif,20190912,1.726893424987793
131,CLBJ_002,0030,S2B_MSIL2A_20190912_0030_LAI.tif,20190912,1.4999159574508667
132,CLBJ_003,0300,S2A_MSIL2A_20190917_0300_LAI.tif,20190917,0.8790804147720337
133,CLBJ_001,0300,S2A_MSIL2A_20190917_0300_LAI.tif,20190917,0.9297187924385071
134,CLBJ_002,0300,S2A_MSIL2A_20190917_0300_LAI.tif,20190917,0.9270775318145752
135,CLBJ_003,rest,S2B_MSIL2A_20190912_rest_LAI.tif,20190912,2.911923885345459
136,CLBJ_001,rest,S2B_MSIL2A_20190912_rest_LAI.tif,20190912,2.5119223594665527
137,CLBJ_002,rest,S2B_MSIL2A_20190912_rest_LAI.tif,20190912,3.289949417114258
138,CLBJ_003,0030,S2A_MSIL2A_20190917_0030_LAI.tif,20190917,1.6968744993209839
139,CLBJ_001,0030,S2A_MSIL2A_20190917_0030_LAI.tif,20190917,1.3787418603897095
